Date,VTI,ITOT,CRSPTMT,SPTRTMI,EFA,VEA,MXEA,TACDXUSR,VWO,EEM,TFQEACR,NDUEEGF,SPY,IVV,SPXT,SPTR,IJH,MDY,SPTRMDCP,MID,IWM,VB,RU20INTR,CRSPSCT,EWU,FKU,NDDUUK,NQDXGB,VGK,IEV,ACDER,SPE35CUN,EWJ,QJPN,NDDUJN,M1JPQMAR,AAXJ,AXJL,NDUECAXJ,WTIDAPXT,MCHI,GXC,NDEUCHF,SCNUN
12/09/2012,73.99,32.75,1099.42,1729.6,53.79,34.01,1529.43,,41.64,40.78,,389.367,144.39,145.04,2504.84,2504.841,100.86,183.49,1370.03,1005.1,84.49,81.13,3862.522,1044.15,17.46,31.7607,4938.497,,47.25,37.28,,1896.055,9.21,,3636.248,,54.87,64.6,313.147,200.93,40.97,63.32,322.064,
13/09/2012,75.1,33.26,1116.5601,1756.62,54.605,34.59,1531.29,,42.7,41.875,,390.776,146.59,147.33,2546.03,2546.031,101.78,185.31,1384.1,1015.35,85.6,82.02,3913.006,1056.24,17.79,31.87,4975.67,,48.04,37.88,,1895.734,9.36,,3668.341,,56.03,65.72,312.853,200.53,41.97,64.71,321.718,
14/09/2012,75.5,33.395,1122.38,1765.85,55.15,34.9,1569.91,,43.22,42.37,,403.56,147.24,147.88,2556.13,2556.132,102.92,187.35,1399.78,1026.85,86.4,82.94,3952.325,1067.87,17.95,32.7369,5099.721,,48.54,38.32,,1953.692,9.46,,3692.82,,56.87,66.4,323.266,205.68,42.51,65.5514,331.785,
15/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2012,75.19,33.29,1117.77,1758.54,54.86,34.7,1563.51,,42.84,41.91,,403.038,146.74,147.42,2548.26,2548.257,101.87,185.5,1384.66,1015.75,86,82.34,3925.978,1058.3199,17.88,,5088.428,,48.27,38.15,,1944.915,9.37,,3669.862,,56.46,65.91,323.871,205.69,41.97,64.75,331.031,
18/09/2012,75.06,33.23,1115.9,1755.49,54.63,34.59,1552.9,,42.805,41.925,,400.732,146.62,147.28,2545.05,2545.045,101.21,184.22,1376.03,1009.39,85.72,82.03,3917.187,1054.24,17.86,,5061.032,,48,37.85,,1925.369,9.385,,3685.012,,56.35,65.69,322.186,204.6,41.81,64.5378,328.649,
19/09/2012,75.12,33.315,1117.35,1757.68,54.86,34.67,1562.79,,42.8,41.93,,401.764,146.7,147.39,2548.11,2548.112,101.45,184.67,1380.6,1012.7,85.57,82,3913.511,1056,17.94,,5070.146,,48.19,38.1,,1935.56,9.41,,3735.418,,56.6,66.47,324.233,206.46,42.25,65.52,333.011,
20/09/2012,75.02,33.2154,1115.77,1755.2,54.5101,34.45,1545.77,,42.59,41.68,,397.356,146.71,147.33,2547.11,2547.107,100.76,183.4,1371.61,1006.06,85.19,81.63,3893.322,1050.3,17.82,,5032.685,,47.82,37.78,,1914.912,9.31,,3679.675,,56.18,65.67,319.917,204.1,41.74,64.67,328.373,
21/09/2012,75.04,33.245,1116.24,1755.84,54.545,34.51,1556.06,,42.655,41.775,,400.7,145.87,147.17,2546.92,2546.923,100.75,182.74,1371.69,1006.04,85.5,81.78,3911.702,1052.25,17.8,32.3854,5047.536,,48.01,37.84,,1929.451,9.355,,3694.001,,56.33,65.78,323.197,205.84,42.03,64.94,331.519,
22/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2012,74.51,33.175,1113.16,1750.97,54.35,33.74,1544.78,,42.11,41.74,,399.849,145.645,147.02,2541.23,2541.227,100.6,182.73,1368.41,1003.61,84.89,81.39,3894.828,1046.96,17.77,,5017.029,,46.72,37.7,,1911.402,9.34,,3691.23,,56.35,64.7201,322.4,204.69,42,65.03,330.994,
25/09/2012,73.75,32.685,1100.84,1731.24,53.975,33.48,1553.91,,41.5,41.115,,398.873,144.1,144.76,2514.83,2514.832,98.74,179.94,1347.08,987.96,83.67,80.19,3837.018,1030.35,17.65,,5052.866,,46.3,37.39,,1924.324,9.335,,3707.948,,55.59,64.05,322.049,204.79,41.44,64.19,330.771,
26/09/2012,73.26,32.47,1094.72,1721.53,53.43,33.14,1516.99,,41.305,40.925,,394.307,143.295,143.93,2500.92,2500.918,98.03,178.57,1338.48,981.35,83.14,79.7,3814.768,1023.81,17.48,,4941.672,,45.64,36.9,,1874.825,9.24,,3667.068,,55.34,63.82,319.217,202.77,41.08,63.68,327.197,
27/09/2012,73.99,32.785,1105.52,1738.74,54.07,33.52,1526.25,,41.97,41.58,,397.496,144.64,145.31,2525.23,2525.226,99.19,180.68,1353.39,992.14,84.04,80.56,3859.148,1035.54,17.655,32.02,4965.599,,46.26,37.35,,1884.495,9.35,,3688.683,,56.41,64.9435,321.937,204.55,42.11,65.18,331.456,492.06
28/09/2012,73.65,32.635,1100.5601,1731.13,53,32.88,1510.76,,41.72,41.325,,399.206,143.97,144.4,2513.93,2513.926,98.68,179.92,1349.14,989.02,83.44,80.14,3831.332,1030.48,17.3961,31.53,4919.1,,45.26,36.52,,1857.922,9.17,,3641.937,,56.26,64.6,324.877,205.45,42,65.11,333.598,496.06
29/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2012,73.78,32.675,1103.01,1735.08,53.43,33.14,1524.83,,42.16,41.74,,400.244,144.345,144.92,2520.71,2520.711,98.32,178.97,1342.61,984.19,83.72,80.24,3844.454,1030.36,17.51,,4987.19,,45.77,36.86,,1890.856,9.14,,3605.365,,56.795,64.98,324.485,205.04,42.36,65.48,333.56,495.28
02/10/2012,73.89,32.66,1104.25,1737.03,53.64,33.26,1524.9,,42.13,41.8,,400.703,144.5,145.13,2523.08,2523.079,98.69,179.9,1347.23,987.57,83.88,80.37,3845.421,1032.6,17.52,,4973.496,,46.08,37.09,,1894.61,9.1,,3605.417,,56.79,64.9699,325.12,205.45,42.38,65.47,333.525,495.2
03/10/2012,74.16,32.865,1107.96,1742.76,53.42,33.13,1517.52,,41.91,41.52,,399.222,145.09,145.66,2532.79,2532.79,98.71,179.86,1347.61,987.81,83.64,80.32,3837.844,1032.66,17.48,,4966.915,,45.85,36.99,,1885.558,9.06,,3566.452,,56.79,64.972,325.502,205.17,42.33,65.38,333.731,495.21
04/10/2012,74.72,33.075,1115.92,1755.44,54.07,33.5,1529.15,,42.3,41.945,,400.426,146.125,146.81,2550.98,2550.984,99.61,181.53,1358.99,996.14,84.21,80.95,3864.801,1041.61,17.73,32.09,4997.103,,46.51,37.44,,1898.359,9.165,,3610.244,,57.22,65.23,326.255,205.49,42.7,66.05,334.279,496.75
05/10/2012,74.7,33.065,1115.79,1755.27,54.14,33.57,1544.98,,42.27,41.95,,401.88,146.14,146.7,2551.03,2551.025,99.65,181.53,1359.42,996.36,84.11,80.86,3856.853,1041.45,17.67,32.5,5042.459,,46.61,37.52,,1926.493,9.17,,3604.858,,57.27,65.248,327.374,206.44,42.91,66.54,337.203,501.17
06/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2012,74.41,33,1111.75,1748.91,53.82,33.35,1528.76,,41.88,41.58,,397.521,145.642,146.22,2542.21,2542.206,99.19,180.71,1354.76,992.94,83.58,80.49,3836.487,1037.25,17.56,32.1,4964.983,,46.25,37.22,,1895.424,9.12,,3629.533,,56.67,64.82,323.848,204.66,42.46,65.71,332.983,495.48
09/10/2012,73.66,32.655,1100.6,1731.33,53.04,32.87,1514.99,,41.54,41.27,,396.984,144.2,144.84,2517.14,2517.138,98.3,179.11,1340.99,982.83,82.6,79.526,3788.558,1025.91,17.37,,4930.771,,45.43,36.61,,1872.505,8.97,,3579.944,,56.17,64.31,323.947,205.07,42.25,65.25,335.155,497.1
10/10/2012,73.23,32.435,1094.22,1721.38,52.89,32.76,1505.03,,41.33,41.02,,395.192,143.28,143.93,2501.75,2501.747,97.79,178.23,1334.84,978.3,82.47,79.34,3783.245,1022.2,17.31,31.98,4911.887,,45.42,36.51,,1864.301,8.9,,3520.984,,55.81,64.22,321.919,204.62,42.51,65.68,336.285,499.19
11/10/2012,73.34,32.49,1095.4399,1723.35,53.23,32.97,1513.77,,41.72,41.4,,396.742,143.36,144.02,2502.66,2502.656,98.25,179.13,1341.15,982.81,82.77,79.6501,3797.498,1026.8,17.44,32.42,4962.05,,45.79,36.87,,1885.767,8.95,,3499.98,,56.27,64.6801,321.56,204.44,43.32,66.84,340.549,505.07
12/10/2012,73.02,32.36,1091.5,1717.13,53.17,32.98,1512.69,,41.6,41.27,,397.038,142.89,143.41,2495.28,2495.28,97.49,177.66,1331.32,975.61,82.1,79.05,3766.905,1019.17,17.43,32.31,4946.588,,45.75,36.86,,1877.806,8.96,,3528.967,,56.05,64.5201,322.337,204.73,43.52,67.13,343.412,509.32
13/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2012,73.62,32.64,1099.96,1730.74,53.69,33.27,1515.87,,41.88,41.51,,396.454,144.08,144.6,2515.44,2515.441,98.37,179.32,1342.57,983.85,82.64,79.59,3790.703,1026.37,17.52,32.27,4945.728,,46.24,37.2,,1887.451,9.02,,3534.905,,56.4782,65.13,321.918,204.59,43.68,67.64,343.279,509.8
16/10/2012,74.38,32.96,1110.99,1748.3,54.58,33.83,1540.41,,42.25,41.94,,399.693,145.54,146.2,2541.28,2541.283,99.43,181.17,1356.68,994.19,83.25,80.27,3823.488,1036.21,17.74,32.7241,5017.089,,47.08,37.89,,1924.836,9.15,,3576.469,,57.01,65.46,323.445,205.09,44.09,68.2,343.915,510.69
17/10/2012,74.73,33.11,1116.21,1756.46,55.09,34.15,1559.46,,42.585,42.27,,402.884,146.2,146.78,2552.05,2552.048,100.22,182.51,1367.08,1001.8,84,81.02,3855.987,1044.5,17.88,32.8,5074.067,,47.51,38.28,,1949.102,9.195,,3618.914,,57.39,66,325.665,206.97,44.62,69.05,347.192,515.55
18/10/2012,74.58,33.045,1113.39,1752.27,54.88,34.0371,1563.65,,42.4681,42.155,,403.904,145.82,146.47,2545.95,2545.947,100.1,182.37,1366.47,1001.24,83.54,80.69,3831.411,1041.8199,17.74,,5067.356,,47.2,38.07,,1948.918,9.255,,3658.528,,57.23,65.7801,327.466,208.51,44.63,69.08,350.983,520.7
19/10/2012,73.29,32.48,1095.2,1723.49,54.14,33.58,1550.49,,41.8059,41.5,,401.013,143.3896,143.86,2503.8,2503.803,98.59,179.59,1347.6,987.4,81.85,79.27,3757.624,1024.98,17.58,32.55,5015.197,,46.59,37.56,,1921.454,9.14,,3661.445,,56.19,65.2,325.573,207.8,44.31,68.4009,352.246,521.85
20/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2012,73.29,32.455,1095.2,1723.59,54.52,33.79,1546.46,,42.24,41.9,,401.511,143.41,144.02,2504.96,2504.959,98.51,179.48,1344.96,985.47,81.83,79.15,3755.467,1022.92,17.655,,5007.642,,46.89,37.77,,1919.785,9.27,,3638.927,,56.9,65.72,326.141,207.42,44.94,69.44,354.567,525.63
23/10/2012,72.36,32.11,1080.8101,1700.79,53.35,33.09,1518.68,,41.36,41.04,,397.334,141.42,141.95,2468.78,2468.777,97.83,178.18,1336.14,979,81.4203,78.74,3735.729,1016.1,17.3,,4907.081,,45.7,36.87,,1873.829,9.0799,,3619.845,,55.87,64.7,324.874,206.72,44.15,68.21,354.551,525.77
24/10/2012,72.16,31.944,1077.5699,1695.67,53.38,33.13,1521.24,,41.43,41.08,,396.428,141.02,141.59,2461.18,2461.177,97.53,177.68,1331.89,975.85,81.2,78.4783,3724.209,1011.98,17.36,32.09,4945.117,,45.69,36.82,,1880.345,9.1,,3585.452,,56.33,65.2,324.285,206.61,44.59,69.11,353.434,525.12
25/10/2012,72.36,32.045,1080.61,1700.64,53.7,33.32,1525.61,,41.84,41.5,,398.253,141.43,142.02,2468.6,2468.596,97.75,178.07,1334.1,977.48,81.53,78.73,3738.725,1014.04,17.53,32.62,4979.719,,45.97,37.05,,1884.539,9.17,,3608.94,,56.9,65.67,325.444,207.04,44.85,69.32,352.867,523.47
26/10/2012,72.28,32.03,1079.3,1698.52,53.62,33.28,1521.02,,41.55,41.21,,394.898,141.35,141.93,2466.8,2466.801,97.49,177.56,1330.37,974.74,81.14,78.47,3722.464,1010.62,17.51,32.57,4968.1,,46,37.04,,1884.468,9.12,,3583.174,,56.39,65.2401,321.96,205.3,44.32,68.41,347.82,516.15
27/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2012,,,,,,,1512.14,,,,,394.718,,,,,,,,,,,3722.464,,,,4935.118,,,,,1871.566,,,3564.929,,,,321.413,204.85,,,349.964,518.81
30/10/2012,,,,,,,1525.59,,,,,395.887,,,,,,,,,,,3722.464,,,,4999.582,,,,,1897.779,,,3542.12,,,,322.067,205.41,,,348.421,516.68
31/10/2012,72.32,32.09,1080.84,1700.75,53.575,33.23,1522.23,,41.495,41.15,,396.782,141.35,141.48,2467.51,2467.508,97.94,178.25,1338.43,980.45,81.63,78.99,3748.212,1017.45,17.48,,4950.399,,46.06,37.13,,1888.233,9.055,,3573.74,,56.3,65.078,323.996,206.45,44.36,68.49,352.658,521.29
01/11/2012,73.23,32.415,1093.77,1721.12,54.21,33.62,1531.52,,42.095,41.82,,398.537,142.83,143.46,2494.67,2494.665,100.304,182.68,1370.1,1003.57,82.49,80.17,3790.271,1034.45,17.71,33.04,5027.668,,46.56,37.56,,1906.632,9.15,,3564.965,,57.32,65.674,324.629,206,45.68,70.44,357.144,528.12
02/11/2012,72.47,32.142,1082.89,1703.72,53.685,33.3,1530.97,,41.84,41.6,,400.552,141.56,142.1,2471.3,2471.3,98.83,179.99,1348.57,987.8,81.1913,79.06,3728.601,1019.87,17.51,32.85,5001.153,,46.07,37.1,,1901.057,9.08,,3589.327,,56.94,65.0002,327.581,206.67,45.46,69.97,361.439,533.42
03/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2012,72.7,32.225,1085.87,1708.57,53.5604,33.19,1520.61,,42.04,41.8,,399.007,141.8486,142.41,2476.94,2476.94,99.4,181.1,1356.44,993.38,81.7266,79.48,3752.462,1025.83,17.48,,4955.003,,45.89,36.96,,1881.88,9.08,,3585.976,,57.29,65.4,325.846,206.21,45.97,70.54,359.91,531.7
06/11/2012,73.25,32.45,1094.4301,1722.33,54.07,33.54,1527.31,,42.31,42.1301,,401.242,142.96,143.51,2496.46,2496.458,100.27,182.69,1369.48,1002.91,82.34,80.18,3781.303,1035.22,17.68,,4996.141,,46.4008,37.38,,1896.186,9.1,,3568.685,,57.71,65.84,326.876,206.78,46.19,71.02,359.387,531.55
07/11/2012,71.61,31.81,1069.64,1683.2,53.26,33.02,1513.29,,41.6671,41.4403,,401.734,139.72,140.25,2439.48,2439.476,98.19,178.9,1340.25,981.31,80.34,78.37,3684.412,1012.18,17.4,32.556,4924.054,,45.6,36.78,,1862.265,8.99,,3594.168,,56.75,64.9104,329.798,208.24,45.17,69.51,362.125,534.59
08/11/2012,70.7,31.395,1056.41,1662.34,52.78,32.7,1503.15,,41.16,40.92,,396.908,138.04,138.58,2409.72,2409.721,96.85,176.37,1322.74,968.45,79.21,77.32,3634.684,998.87,17.21,32.2771,4904.959,,45.11,36.38,,1857.134,8.95,,3544.947,,56.17,64.31,324.967,205.54,44.4,68.26,353.373,522.84
09/11/2012,70.77,31.39,1058.13,1665.07,52.8,32.71,1498.43,,41.31,41,,395.191,138.16,138.6,2413.92,2413.925,97.05,176.8,1324.74,969.82,79.38,77.41,3641.17,999.59,17.17,32.04,4879.944,,45.04,36.26,,1851.87,8.95,,3538.042,,56.52,64.7501,323.79,204.93,44.45,68.53,350.956,519.97
10/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2012,70.81,31.395,1058.11,1664.93,52.755,32.69,1493.24,,41.43,41.155,,394.525,138.265,138.87,2414.24,2414.239,96.95,176.54,1323.37,968.82,79.15,77.25,3635.403,998.31,17.16,,4863.75,,45.13,36.33,,1846.556,8.86,,3500.18,,56.73,65.088,323.661,204.96,44.73,68.91,351.127,520.23
13/11/2012,70.54,31.285,1053.97,1658.55,52.5,32.52,1495.13,,41.04,40.78,,391.797,137.79,138.32,2405.38,2405.379,96.7,176.49,1320.16,966.28,78.7,76.84,3614.325,993.46,17.07,,4886.918,,44.9,36.21,,1855.088,8.87,,3499.515,,56.09,64.28,320.781,202.84,44.05,67.79,346.104,511.82
14/11/2012,69.55,30.795,1038.87,1634.88,51.95,32.19,1483.73,,40.436,40.155,,391.185,135.9299,136.58,2372.94,2372.938,95.11,173.2,1297.72,949.7,77.24,75.48,3542.281,975.55,16.86,31.8031,4827.941,,44.5,35.87,,1841.964,8.76,,3462.355,,55.63,63.32,322.573,203.24,43.68,67.02,350.742,517.24
15/11/2012,69.37,30.78,1036.79,1631.55,52.1199,32.29,1479.42,,40.58,40.29,,388.677,135.7,136.28,2369.32,2369.32,94.69,172.52,1292.74,945.96,76.8401,75.08,3525.612,972.21,16.88,31.75,4799.834,,44.48,35.83,,1830.766,8.9,,3500.659,,55.68,63.49,319.091,201,43.63,66.91,343.799,508.12
16/11/2012,69.75,30.96,1042.65,1640.66,52.09,32.27,1467.33,,40.68,40.41,,386.878,136.37,136.84,2381.02,2381.019,95.37,173.76,1302.33,952.93,77.48,75.8,3556.883,981.09,16.81,31.56,4731.467,,44.2,35.63,,1802.815,9.06,,3565.059,,55.59,63.37,317.937,200.93,43.5996,66.89,345.026,508.72
17/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2012,71.19,31.56,1063.36,1673.26,53.215,32.97,1503.99,,41.395,41.115,,390.148,139.13,139.74,2428.47,2428.473,97.3,177.29,1327.74,971.49,79.1194,77.3,3633.91,999.88,17.12,31.9999,4863.167,,45.31,36.43,,1856.224,9.19,,3623.347,,56.59,64.83,319.312,202.36,44.59,68.31,346.442,511.08
20/11/2012,71.27,31.595,1064.49,1675.04,53.3,33.01,1503.97,,41.3006,41.035,,390.748,139.19,139.79,2430.29,2430.294,97.64,177.89,1332.41,974.86,79.2611,77.49,3637.573,1002.47,17.2,,4873.351,,45.47,36.55,,1862.479,9.17,,3592.761,,56.34,64.23,320.185,202.54,44.17,67.76,345.521,510.12
21/11/2012,71.45,31.68,1067.42,1679.82,53.39,33.08,1507.01,,41.24,40.96,,391.291,139.45,140.08,2435.97,2435.971,98.04,178.4,1337.63,978.6,79.68,77.87,3658.662,1007.78,17.25,32.29,4888.354,,45.6,36.68,,1868.688,9.18,,3590.253,,56.42,64.35,321.39,202.95,44.525,68.3,350.626,516.46
22/11/2012,,,,,,,1523.65,,,,,393.25,,,,,,,,,,,,,,,4926.135,,,,,1887.396,,,3630.086,,,,323.569,204.54,,,353.928,520.88
23/11/2012,72.38,32.08,1081.09,1701.34,54.54,33.79,1537.31,,41.88,41.63,,397.332,141.35,141.83,2468.06,2468.057,99.13,180.55,1353.06,989.89,80.47,78.73,3699.14,1019.33,17.54,32.83,4969.693,,46.74,37.56,,1912.049,9.29,,3637.798,,57.46,65.695,326.745,206.33,45.46,69.55,357.13,525.96
24/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2012,72.29,32.04,1079.46,1698.67,54.41,33.71,1535.74,,41.94,41.635,,397.029,141.05,141.78,2463.12,2463.119,99.04,180.41,1351.17,988.48,80.73,78.85,3707.675,1019.86,17.48,32.649,4946.432,,46.56,37.48,,1902.868,9.29,,3664.087,,57.45,65.53,326.968,206.71,45.3464,69.41,356.221,524.97
27/11/2012,71.91,31.88,1074.62,1690.98,54.14,33.51,1537.38,,41.59,41.2814,,397.568,140.33,140.93,2450.48,2450.477,98.84,180.01,1348.15,986.23,80.63,78.68,3701.952,1017.53,17.4,32.37,4958.155,,46.3,37.26,,1904.24,9.235,,3664.349,,57.18,65.53,328.461,207.24,44.83,68.54,355.197,523.3
28/11/2012,72.48,32.15,1083.04,1704.33,54.53,33.78,1534.05,,41.79,41.51,,395.531,141.46,142.01,2470.47,2470.468,99.5,181.18,1357.95,993.12,81.31,79.26,3729.128,1024.42,17.53,32.47,4950.671,,46.73,37.61,,1904.961,9.25,,3633.223,,57.6,65.84,327.138,206.9,45,68.92,352.548,519.91
29/11/2012,72.9,32.3045,1088.77,1713.41,55,34.08,1554.47,,42.08,41.815,,400.531,142.12,142.71,2481.42,2481.421,100.19,182.42,1367.24,999.77,82.24,79.99,3773.985,1033.97,17.67,32.9099,5027.22,,47.18,37.95,,1932.605,9.36,,3656.647,,58.05,66.29,331.03,208.76,45.12,69.12,356.157,525.36
30/11/2012,72.88,32.275,1089.09,1713.89,55.07,34.13,1555.73,,42.015,41.785,,401.82,142.155,142.71,2481.82,2481.822,100.12,182.35,1367.92,1000.15,82.08,79.98,3768.127,1033.77,17.68,32.9299,5020.612,,47.2,37.98,,1935.465,9.325,,3658.601,,58.2,66.5032,332.948,210.05,45.28,69.29,359.251,528.92
01/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2012,72.56,32.1374,1084.3199,1706.36,55.14,34.17,1562.97,,42.0287,41.77,,402.101,141.45,142.04,2470.07,2470.072,99.95,182.03,1363.87,997.15,81.99,79.79,3763.154,1031.39,17.72,32.75,5046.545,,47.38,38.12,,1947.427,9.29,,3665.651,,57.93,66.22,331.866,209.66,44.93,68.69,353.963,522.16
04/12/2012,72.46,32.11,1082.65,1704.1,55.275,34.26,1565.76,,42.14,41.8901,,401.947,141.25,141.8,2465.9,2465.899,99.94,181.91,1364.66,997.68,82.0885,79.9,3769.311,1032.29,17.75,,5047.873,,47.62,38.32,,1949.618,9.295,,3683.869,,58.02,66.465,331.613,209.71,45.16,68.86,355.316,522.03
05/12/2012,72.6,32.16,1084.3199,1706.93,55.36,34.33,1566.06,,42.62,42.3391,,405.977,141.5,142.06,2470.59,2470.592,100.13,182.3,1367.39,999.61,81.9933,79.81,3762.659,1031.72,17.83,,5065.351,,47.73,38.39,,1954.302,9.3,,3662.496,,58.75,66.98,335.394,211.34,46.33,70.47,363.823,532.99
06/12/2012,72.83,32.275,1088.0601,1712.8,55.47,34.38,1569.46,,42.89,42.66,,407.54,141.98,142.5,2479.4,2479.403,100.34,182.67,1370.21,1001.61,82.1206,79.97,3768.486,1034.3,17.83,33.25,5070.563,,47.7,38.38,,1951.287,9.345,,3690.366,,59.04,66.962,335.878,211.46,46.47,70.59,363.964,533.58
07/12/2012,73.04,32.3489,1091.08,1717.47,55.495,34.38,1568.05,,43.04,42.785,,408.657,142.415,143,2486.84,2486.836,100.42,182.91,1371.71,1002.71,82.18,80.09,3770.81,1035.71,17.85,33.17,5062.21,,47.52,38.27,,1948.953,9.375,,3698.401,,59.26,67.2401,336.578,211.91,46.51,70.89,364.842,535.26
08/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2012,73.13,32.4,1092.28,1719.25,55.549,34.4,1569.32,,43.325,43.0309,,410.669,142.473,143.13,2487.78,2487.777,101.04,184.05,1378.51,1007.62,82.54,80.48,3789.246,1040.61,17.89,33.2699,5085.688,,47.65,38.32,,1950.576,9.345,,3690.43,,59.43,67.6544,337.292,212.36,46.95,71.44,367.4,539.4
11/12/2012,73.59,32.61,1099.5699,1730.71,55.87,34.59,1578.37,,43.55,43.25,,412.865,143.44,143.96,2504.08,2504.076,101.48,184.84,1385.86,1012.94,83.41,81.1,3829.391,1048.42,17.94,33.539,5097.514,,47.99,38.66,,1967.104,9.34,,3676.657,,59.66,68.0432,338.317,213.33,46.94,71.65,367.061,539.34
12/12/2012,73.6199,32.595,1099.61,1730.74,56.05,34.72,1583.38,,43.72,43.38,,415.601,143.51,144.16,2505.76,2505.756,101.37,184.55,1383.1,1010.66,82.94,80.82,3804.994,1045.51,18,33.56,5119.644,,48.19,38.83,,1976.063,9.38,,3679.023,,59.78,68.264,341.077,214.83,47.05,71.87,371.272,546.02
13/12/2012,73.2,32.4558,1093.08,1720.29,55.88,34.61,1583.77,,43.51,43.19,,416.082,142.63,143.26,2490.56,2490.563,100.75,183.37,1374.31,1003.86,82.41,80.32,3781.82,1039.1,17.93,,5112.697,,48.03,38.72,,1974.474,9.34,,3688.915,,59.56,67.63,341.945,214.87,46.59,71.23,369.694,543.83
14/12/2012,72.89,32.26,1089.02,1713.91,56.076,34.74,1586.21,,43.73,43.38,,416.185,142.1051,142.76,2480.36,2480.357,100.52,183,1371.16,1001.53,82.36,80.21,3780.059,1036.89,17.97,33.626,5100.962,,48.32,38.91,,1980.341,9.39,,3703.925,,59.84,68.09,342.142,214.92,47.26,72.18,372.686,549.04
15/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2012,73.8,32.68,1101.6801,1733.95,56.315,34.91,1590.55,,43.835,43.495,,415.086,143.77,144.34,2509.84,2509.843,101.45,184.66,1384.38,1011.13,83.52,81.18,3831.805,1049.02,18.04,33.86,5117.756,,48.49,38.84,,1984.924,9.475,,3726.202,,59.82,67.996,340.37,214.12,47.36,72.42,371.538,547.8
18/12/2012,74.66,33.08,1114.9301,1754.8,56.28,35.23,1602.48,,44.1098,43.53,,417.573,145.37,146.05,2538.72,2538.716,102.8,187.2,1403.73,1025.25,84.6615,82.29,3890.464,1064.66,17.93,34.05,5153.892,,48.99,39.18,,2001.946,9.52,,3758.997,,59.53,68.5001,340.967,214.78,47.43,72.75,372.141,549.13
19/12/2012,74.2,32.625,1107.86,1743.91,56.4829,35.32,1618.92,,44.05,43.51,,420.343,144.29,144.03,2519.54,2519.541,102.09,186.89,1401.29,1023.39,84.12,82.35,3892.081,1063.8101,17.95,34.1984,5183.065,,49.06,39.21,,2014.54,9.67,,3854.791,,59.3723,68.729,342.63,215.65,47.37,72.7493,375.079,553.93
